image_name,gt_xmin,gt_ymin,gt_xmax,gt_ymax,pred_xmin,pred_ymin,pred_xmax,pred_ymax,iou,gt_label,pred_label,error_xmin,error_ymin,error_xmax,error_ymax,truncated,occluded,right,down,forward
000021,534.25,166.2,596.08,216.76,528.37286,168.25642,594.5588,217.384,0.8472711331624561,Car,Car,-5.877140000000054,2.056420000000003,-1.5212000000000216,0.6239999999999952,0.0,1,-1.62,1.53,26.83
000024,517.23,162.98,564.36,196.64,515.6069,164.82445,565.007,199.8173,0.8258889817704259,Car,Car,-1.6231000000000222,1.8444500000000232,0.6469999999999345,3.1773000000000025,0.0,0,-3.47,0.53,36.37
000024,443.6,168.03,480.35,195.69,442.26904,166.72205,478.91217,196.97679,0.8505187098774575,Car,Car,-1.3309600000000046,-1.3079500000000053,-1.4378300000000195,1.2867899999999963,0.0,0,-7.78,0.51,38.09
000025,896.11,218.17,1241.0,374.0,903.0615,221.80202,1242.0,373.77893,0.9529217776499898,Car,Car,6.95150000000001,3.6320200000000114,1.0,-0.22106999999999744,0.94,3,2.43,1.68,3.14
000025,351.84,183.19,537.77,308.64,349.49615,185.39792,538.215,310.59268,0.9532918539570535,Car,Car,-2.343849999999975,2.2079200000000014,0.44500000000005,1.9526799999999866,0.0,0,-2.21,1.63,10.42
000025,562.48,173.46,618.49,217.36,560.83093,174.37837,613.21594,219.22766,0.8299398049629018,Car,Car,-1.6490700000000516,0.9183699999999817,-5.274059999999963,1.8676599999999723,0.0,0,-0.78,1.75,30.18
000025,724.21,178.91,805.39,249.94,724.55096,181.94402,802.12555,251.37164,0.8974841080138469,Car,Car,0.3409599999999955,3.034019999999998,-3.2644500000000107,1.4316400000000158,0.0,0,3.64,1.75,17.48
000028,147.29,156.22,205.29,309.43,143.0462,154.96967,208.16241,308.859,0.8805680457082254,Pedestrian,Pedestrian,-4.243799999999993,-1.250329999999991,2.872410000000002,-0.5710000000000264,0.0,0,-5.18,1.48,8.51
000030,559.66,178.84,588.85,204.88,558.01465,176.16814,590.1025,205.64061,0.8037443291932387,Car,Car,-1.6453500000000076,-2.6718600000000094,1.2524999999999409,0.760610000000014,0.0,0,-2.08,1.78,41.9
000031,334.28,180.65,490.02,297.48,323.57715,182.13612,487.62427,293.99084,0.8844906614892306,Car,Car,-10.702849999999955,1.4861199999999997,-2.3957299999999577,-3.4891600000000267,0.0,0,-3.18,1.79,12.2
000031,785.85,179.67,1028.82,340.75,786.65436,177.5832,1024.8612,342.436,0.9583888625829964,Car,Car,0.8043599999999742,-2.0867999999999824,-3.958799999999883,1.6859999999999786,0.0,0,3.18,1.61,8.46
000031,711.98,179.65,848.82,277.62,705.93506,181.30849,856.7158,275.8146,0.8783265193718348,Car,Car,-6.044939999999997,1.6584900000000005,7.895799999999895,-1.80540000000002,0.0,1,2.9,1.66,13.14
000031,660.82,178.72,713.09,222.03,658.30994,181.32318,711.57715,223.59935,0.843474317754138,Car,Car,-2.510060000000067,2.603180000000009,-1.5128500000000713,1.5693499999999858,0.0,0,2.71,1.69,26.41
000032,178.19,189.36,435.56,344.73,182.7383,185.3294,423.02634,348.4311,0.8921779245318605,Car,Car,4.548300000000012,-4.030600000000021,-12.533659999999998,3.7010999999999967,0.0,0,-3.49,1.7,9.0
000032,776.17,182.37,1014.36,335.44,775.3052,187.44576,1012.6999,339.865,0.9300408239541412,Car,Car,-0.8647999999999456,5.0757600000000025,-1.6601000000000568,4.425000000000011,0.0,0,3.09,1.59,8.6
000032,711.6,180.21,863.08,273.6,710.31213,178.88995,853.1095,273.37378,0.9120289027059955,Car,Car,-1.287869999999998,-1.320050000000009,-9.970500000000015,-0.22622000000001208,0.0,1,3.04,1.58,13.47
000032,494.77,173.81,531.54,199.22,495.8197,174.21318,531.3131,201.3434,0.8790569065208187,Car,Car,1.0497000000000298,0.4031799999999919,-0.22690000000000055,2.1234000000000037,0.0,0,-5.97,1.57,44.75
000033,0.0,189.66,234.52,322.3,0.93178785,189.9631,230.70036,323.60553,0.968164693310155,Car,Car,0.93178785,0.3031000000000006,-3.819640000000021,1.305529999999976,0.23,3,-7.09,1.75,10.15
000034,46.17,196.15,328.4,286.09,40.80844,193.6657,328.78067,287.53775,0.9390076864683998,Car,Car,-5.361560000000004,-2.484300000000019,0.38067000000000917,1.4477500000000418,0.0,0,-8.15,2.06,14.12
000035,587.01,173.33,614.12,200.12,585.22516,173.11365,613.8218,198.02966,0.852802050063955,Car,Car,-1.784840000000031,-0.2163500000000056,-0.2981999999999516,-2.0903399999999976,0.0,0,-0.65,1.71,46.7
000035,425.44,176.21,529.23,259.84,418.66144,174.45934,527.2206,256.29605,0.8659634146916793,Car,Car,-6.77855999999997,-1.7506600000000105,-2.009400000000028,-3.5439499999999953,0.0,0,-2.88,1.71,16.31
000035,234.86,185.44,320.32,231.58,232.89815,183.75687,318.72156,229.13669,0.8780749557856712,Car,Car,-1.9618500000000267,-1.6831300000000056,-1.5984399999999823,-2.443310000000025,0.0,1,-12.69,2.12,27.71
000036,553.16,178.73,693.67,311.88,553.24335,179.12411,692.99585,317.7863,0.9497623240841112,Car,Car,0.08334999999999582,0.39411000000001195,-0.6741499999999405,5.9062999999999874,0.0,0,0.11,1.64,10.13
000036,960.19,183.87,1104.42,229.69,956.9932,183.78154,1103.8352,227.94409,0.9361962961366211,Car,Car,-3.196800000000053,-0.08845999999999776,-0.5848000000000866,-1.7459100000000092,0.0,1,15.49,2.03,26.68
000036,1154.43,178.14,1241.0,222.29,1148.739,180.7999,1240.927,225.36646,0.8265628404278377,Car,Car,-5.691000000000031,2.6599000000000217,-0.07300000000009277,3.0764599999999973,0.39,3,22.52,1.76,26.55
000036,1123.12,213.78,1241.0,374.0,1114.2249,210.64357,1242.0,373.6337,0.9029335258545665,Car,Car,-8.895099999999957,-3.13642999999999,1.0,-0.36630000000002383,0.97,3,4.52,1.63,4.08
000037,555.85,173.64,628.69,240.05,555.711,175.00375,628.014,238.6328,0.9475001527485833,Car,Car,-0.13900000000001,1.3637500000000102,-0.6760000000000446,-1.4172000000000082,0.0,0,-0.45,1.32,19.43
000038,592.08,176.5,637.55,219.52,590.33154,176.86676,637.169,219.35168,0.9434594763167808,Car,Car,-1.7484600000000228,0.3667599999999993,-0.3809999999999718,-0.16832000000002267,0.0,0,0.12,1.72,28.28
000038,895.35,158.55,1241.0,374.0,892.14386,157.2858,1242.0,375.0,0.9777026750070752,Car,Car,-3.206140000000005,-1.2642000000000166,1.0,1.0,0.12,0,4.38,1.54,6.69
000038,302.47,188.9,409.18,250.55,302.19492,188.18245,408.20178,249.81409,0.965384388693937,Car,Car,-0.27508000000000266,-0.717550000000017,-0.9782200000000216,-0.7359100000000183,0.0,0,-6.49,1.83,18.66
000039,114.51,193.47,466.61,374.0,96.58814,190.69987,465.05722,373.78537,0.9320544744385005,Car,Car,-17.92186000000001,-2.7701299999999947,-1.5527800000000411,-0.21462999999999965,0.2,0,-2.7,1.73,7.17
000039,683.15,184.41,776.5,256.99,680.5593,183.65608,781.4486,255.78719,0.9016882145122918,Car,Car,-2.59069999999997,-0.7539199999999937,4.948600000000056,-1.2028099999999995,0.0,0,2.61,1.74,16.67
000039,533.53,177.81,574.19,212.8,530.8492,176.61177,573.23193,210.4429,0.8299951080615356,Car,Car,-2.6807999999999765,-1.1982299999999952,-0.9580700000000206,-2.3571000000000026,0.0,0,-2.6,1.77,33.82
000039,653.23,180.26,702.93,220.26,647.6943,177.59047,706.1227,221.3303,0.7778848181458471,Car,Car,-5.53570000000002,-2.6695299999999804,3.192700000000059,1.0703000000000031,0.0,1,2.68,1.82,29.48
000040,474.58,179.03,516.72,210.71,473.077,180.34937,517.5794,213.9439,0.8250791228328492,Car,Car,-1.502999999999986,1.3193699999999922,0.8593999999999369,3.2339000000000055,0.0,0,-5.58,1.77,35.37
000044,0.0,203.44,365.5,374.0,0.019543648,199.80016,353.21964,375.0,0.9415949867472032,Car,Car,0.019543648,-3.6398399999999924,-12.280359999999973,1.0,0.7,0,-3.27,1.73,5.22
000044,378.01,183.98,507.17,276.44,381.543,183.38554,507.31253,274.10336,0.9411611335904232,Car,Car,3.5330000000000155,-0.594459999999998,0.14252999999996518,-2.3366399999999885,0.0,0,-3.11,1.75,13.93
000046,578.47,176.02,625.98,221.24,577.9455,176.13524,625.686,219.09288,0.9342929881956777,Car,Car,-0.5244999999999891,0.11524000000000001,-0.2939999999999827,-2.147120000000001,0.0,0,-0.32,1.68,26.76
000046,769.21,151.69,1087.61,374.0,770.34534,156.4265,1088.4873,359.89697,0.9096978893178069,Car,Car,1.1353399999999283,4.736500000000007,0.8773000000001048,-14.10302999999999,0.02,0,2.87,1.61,7.64
000046,706.06,174.92,807.35,254.28,706.8246,176.95097,809.0573,252.59206,0.9309869029468315,Car,Car,0.7646000000000868,2.030970000000025,1.707300000000032,-1.6879399999999976,0.0,1,3.03,1.59,15.65
000046,660.18,171.93,703.11,210.02,658.909,174.20941,705.44824,207.7009,0.8187483474895512,Car,Car,-1.2709999999999582,2.2794099999999844,2.3382400000000416,-2.31910000000002,0.0,0,3.13,1.59,32.3
000047,572.31,171.6,624.11,218.82,574.1657,173.0712,624.17194,219.90475,0.9128343140982559,Car,Car,1.8557000000000698,1.4712000000000103,0.061939999999935935,1.0847500000000139,0.0,0,-0.38,1.13,26.54
000047,0.0,190.67,171.41,313.27,0.0,187.97092,171.39603,312.1299,0.9692825691710546,Car,Car,0.0,-2.699079999999981,-0.013970000000000482,-1.1400999999999613,0.43,0,-8.37,1.59,10.68
000047,428.19,180.81,498.01,226.24,427.7883,180.8742,495.33914,225.43124,0.9379732480556041,Car,Car,-0.4017000000000053,0.06419999999999959,-2.6708600000000047,-0.8087600000000066,0.0,0,-5.0,1.3,25.13
000049,595.5,177.15,657.31,227.34,593.0356,176.6352,657.3246,229.43443,0.9139273618951284,Car,Car,-2.464399999999955,-0.5148000000000081,0.014600000000086766,2.0944299999999885,0.0,0,0.45,1.51,21.55
000049,305.23,179.59,494.97,263.68,300.15253,176.11694,491.36078,265.1745,0.9030522509584998,Car,Car,-5.077470000000005,-3.473060000000004,-3.6092200000000503,1.4945000000000164,0.0,0,-4.1,1.55,13.75
000049,823.97,189.33,1083.14,327.79,820.5921,182.38562,1105.155,328.94617,0.8604263299065353,Car,Car,-3.377900000000068,-6.944380000000024,22.014999999999873,1.1561699999999746,0.0,1,4.16,1.66,9.53
000049,753.34,185.35,885.42,263.59,753.70557,183.18332,890.79004,263.778,0.9303464420150537,Car,Car,0.3655699999999342,-2.1666799999999853,5.370040000000017,0.18800000000004502,0.0,1,4.1,1.64,14.89
000049,0.0,178.64,252.92,280.6,8.317895,175.94888,238.3186,280.1141,0.8838336419167196,Car,Car,8.317895,-2.6911199999999837,-14.601399999999984,-0.4859000000000151,0.07,3,-7.94,1.52,12.04
000049,194.14,174.89,341.99,241.74,205.90521,174.73813,347.01764,242.64728,0.8773246373237499,Car,Car,11.765210000000025,-0.15186999999997397,5.027639999999963,0.9072799999999859,0.0,1,-8.06,1.5,17.23
000050,683.34,170.98,803.44,257.43,684.215,172.79132,805.2429,256.6703,0.9493634341769012,Car,Car,0.875,1.8113200000000234,1.8028999999999087,-0.7597000000000094,0.0,0,2.51,1.49,14.75
000050,262.97,182.23,469.76,318.0,260.1441,178.21866,473.31604,318.58707,0.9382831843764091,Car,Car,-2.825900000000047,-4.01133999999999,3.556039999999996,0.5870699999999829,0.0,0,-3.06,1.56,9.79
000050,910.25,159.81,1241.0,374.0,918.3528,192.6441,1239.6176,375.0,0.8187112829374105,Car,Car,8.102800000000002,32.83410000000001,-1.3823999999999614,1.0,0.99,1,2.61,1.55,2.39
000050,641.55,172.79,681.44,206.29,638.39874,169.4804,683.78284,208.41797,0.7561993001623544,Car,Car,-3.1512599999999793,-3.309599999999989,2.34283999999991,2.127970000000005,0.0,0,2.22,1.4,31.72
000052,710.82,180.57,802.89,243.25,708.20496,180.50502,804.23157,242.01373,0.9396753835127071,Car,Car,-2.615040000000022,-0.06497999999999138,1.341570000000047,-1.2362699999999904,0.0,0,3.83,1.73,19.62
000052,245.86,199.03,378.43,265.35,248.3373,196.87914,377.65488,263.7752,0.9231003864788635,Car,Car,2.4772999999999854,-2.1508599999999944,-0.7751200000000154,-1.5748000000000388,0.0,0,-7.32,2.02,17.46
000054,768.22,141.35,840.18,316.18,776.19165,143.96928,846.8442,313.5427,0.7913975324543705,Pedestrian,Pedestrian,7.971649999999954,2.6192800000000034,6.664200000000051,-2.637299999999982,0.0,0,2.17,1.44,7.8
000057,514.51,193.66,563.52,231.99,515.61084,194.72025,561.8018,233.48427,0.8839328258464625,Car,Car,1.100840000000062,1.0602499999999964,-1.7182000000000244,1.4942700000000002,0.0,0,-2.97,2.35,30.55
000059,558.06,180.83,599.17,213.45,557.04395,180.13167,600.2494,216.94414,0.8431366005958557,Car,Car,-1.0160499999999502,-0.6983299999999986,1.0794000000000779,3.494140000000016,0.0,0,-1.33,1.6,30.01
000059,509.12,180.43,543.44,205.58,509.04572,177.45805,542.3817,204.87067,0.843265152511189,Car,Car,-0.07427999999998747,-2.971950000000021,-1.058300000000031,-0.7093300000000227,0.0,0,-4.82,1.82,41.7
000059,969.34,195.19,1100.37,246.63,968.2102,194.60953,1099.4877,245.44403,0.951591946767615,Car,Car,-1.1298000000000457,-0.5804699999999912,-0.8822999999999865,-1.1859699999999975,0.0,0,12.55,2.08,21.41
000060,550.84,173.54,614.08,236.57,548.29376,174.39641,611.27997,237.14787,0.8988323514361363,Car,Car,-2.5462400000000116,0.856410000000011,-2.8000299999999925,0.5778700000000185,0.0,0,-0.78,1.67,21.02
000061,0.0,218.4,93.89,297.9,1.4651592,219.82748,91.41944,289.5501,0.8402510548730847,Car,Car,1.4651592,1.4274800000000027,-2.470560000000006,-8.349899999999991,0.14,1,-13.06,2.61,16.63
000062,409.55,177.73,520.82,250.74,412.72324,177.81068,519.0109,250.28435,0.9482059223070188,Car,Car,3.1732399999999643,0.08068000000000097,-1.8091000000000577,-0.4556500000000199,0.0,0,-3.82,1.9,19.65
000062,502.22,185.85,574.38,229.91,503.21707,184.40268,572.70746,230.10887,0.929558583200654,Car,Car,0.997069999999951,-1.4473199999999906,-1.6725400000000263,0.19886999999999944,0.0,1,-2.63,1.99,27.12
000062,602.85,184.1,638.97,209.35,601.47217,184.07512,637.9621,209.84286,0.9180584505822847,Car,Car,-1.3778300000000172,-0.024879999999996016,-1.0079000000000633,0.4928600000000074,0.0,0,0.67,2.11,43.31
000063,875.15,185.26,975.98,253.98,877.8932,186.36642,977.6473,250.4701,0.8936609463338016,Car,Car,2.7432000000000016,1.1064200000000142,1.6672999999999547,-3.5098999999999876,0.0,0,8.0,1.87,18.74
000063,287.03,172.92,514.8,285.76,327.51144,169.81982,515.7254,285.97852,0.7995894694919604,Car,Car,40.48144000000002,-3.1001799999999946,0.9254000000000815,0.21852000000001226,0.0,2,-3.3,1.61,11.32
000066,591.73,172.89,633.98,199.59,591.764,171.09502,631.67413,200.01582,0.8758066700100007,Car,Car,0.033999999999991815,-1.7949799999999811,-2.305870000000027,0.42581999999998743,0.0,0,0.19,1.46,40.99
000067,704.82,171.69,744.06,200.12,705.0876,170.98209,745.0073,200.12006,0.9463595316973905,Car,Car,0.26759999999990214,-0.7079099999999983,0.9473000000000411,5.999999999062311e-05,0.0,0,6.09,1.38,38.29
000067,427.15,179.96,600.34,281.01,424.665,179.6719,607.6086,285.29813,0.9056703080125944,Car,Car,-2.484999999999957,-0.28810000000001423,7.268599999999992,4.288130000000024,0.0,0,-1.52,1.59,12.32
000067,76.38,181.99,384.72,306.19,80.03781,184.44823,388.357,311.48038,0.9188208710320519,Car,Car,3.657809999999998,2.458229999999986,3.6370000000000005,5.290380000000027,0.0,0,-5.57,1.67,11.21
000068,69.26,200.28,435.08,374.0,90.87643,204.74373,436.2888,375.0,0.9088670249831993,Car,Car,21.616429999999994,4.463729999999998,1.2087999999999965,1.0,0.25,0,-3.0,1.79,6.98
000068,0.0,209.2,198.59,374.0,1.1978332,210.92998,197.76875,375.0,0.9735945138899005,Car,Car,1.1978332,1.7299800000000118,-0.821249999999992,1.0,0.8,1,-5.44,1.85,6.22
000069,130.0,186.92,355.47,257.87,129.55295,190.58296,349.17667,257.37582,0.913425881245885,Car,Car,-0.4470499999999902,3.6629600000000266,-6.293330000000026,-0.4941800000000285,0.0,0,-8.31,1.82,16.53
000070,531.11,146.5,631.01,350.0,540.1814,140.97801,619.3195,345.07013,0.7567163196135805,Pedestrian,Pedestrian,9.07140000000004,-5.521989999999988,-11.690500000000043,-4.929869999999994,0.0,0,-0.29,1.54,6.89
000071,596.84,174.1,664.34,239.31,597.9257,175.6166,664.0557,239.37212,0.9560263286245638,Car,Car,1.0856999999999744,1.516600000000011,-0.2843000000000302,0.06211999999999307,0.0,0,0.51,1.67,19.58
000072,290.87,187.34,464.1,288.52,286.62238,186.3787,465.04712,289.65872,0.9511442669366399,Car,Car,-4.2476199999999835,-0.9612999999999943,0.947119999999984,1.1387200000000348,0.0,0,-3.87,1.69,12.67
000072,590.87,174.23,629.98,213.19,590.20074,173.18483,629.3809,213.12843,0.9417271410401732,Car,Car,-0.6692600000000084,-1.0451699999999846,-0.5991000000000213,-0.06156999999998902,0.0,0,-0.01,1.71,32.6
000073,237.23,173.7,312.33,365.33,231.66315,165.12233,315.63867,365.79178,0.8540228180484336,Pedestrian,Pedestrian,-5.566849999999988,-8.577669999999983,3.3086700000000064,0.46178000000003294,0.0,0,-2.99,1.6,6.32
000073,189.46,158.23,256.19,356.44,182.10689,156.45079,260.3968,356.83725,0.8430872459107022,Pedestrian,Pedestrian,-7.353110000000015,-1.7792099999999778,4.206799999999987,0.39724999999998545,0.0,1,-3.62,1.58,6.54
000074,688.53,124.64,780.2,363.93,677.0523,130.02707,780.0044,368.62695,0.8523015818073053,Pedestrian,Pedestrian,-11.477700000000027,5.3870700000000085,-0.1956000000000131,4.696950000000015,0.0,0,1.18,1.49,6.19
000074,778.38,149.08,861.05,355.71,772.6889,153.84357,861.7288,360.02643,0.8899331182276272,Pedestrian,Pedestrian,-5.691100000000006,4.763569999999987,0.6788000000000238,4.316430000000025,0.0,0,1.84,1.45,6.18
000074,935.8,155.14,1006.47,306.09,929.3631,152.18861,996.1788,308.52203,0.7595793290894587,Pedestrian,Pedestrian,-6.436899999999923,-2.951389999999975,-10.291200000000003,2.4320299999999975,0.0,0,4.04,1.32,7.84
000075,452.53,186.98,572.26,264.03,452.08002,187.98668,572.749,260.28818,0.9315160156331915,Car,Car,-0.4499799999999823,1.0066800000000171,0.48900000000003274,-3.7418199999999615,0.0,0,-2.14,1.87,16.67
000075,540.75,182.52,621.76,237.57,543.4436,183.26443,620.7366,236.09145,0.9155884830625527,Car,Car,2.6935999999999467,0.7444299999999942,-1.0234000000000378,-1.4785499999999843,0.0,1,-0.86,1.9,22.81
000075,611.24,182.17,671.77,222.71,610.5686,183.9296,673.2547,221.26923,0.8917980577316836,Car,Car,-0.6714000000000624,1.759600000000006,1.4846999999999753,-1.4407700000000148,0.0,1,1.26,1.85,28.33
000077,574.29,179.23,616.86,208.22,574.9772,176.12964,613.3788,206.88829,0.7849183896387502,Car,Car,0.6872000000000753,-3.100359999999995,-3.481200000000058,-1.3317099999999868,0.0,0,-0.77,1.86,39.62
000078,222.78,166.78,454.29,308.44,234.30898,170.55869,453.36966,314.21408,0.8867838742712323,Car,Car,11.52897999999999,3.7786900000000117,-0.9203400000000101,5.774080000000026,0.0,1,-3.82,1.66,10.96
000078,658.66,166.95,697.19,201.46,655.9046,171.60487,697.03973,201.3354,0.808343693222768,Car,Car,-2.7554000000000087,4.654870000000017,-0.15027000000009139,-0.12460000000001514,0.0,0,3.24,1.32,34.46
000080,457.71,176.44,528.64,229.39,454.4728,175.47458,526.1571,226.89317,0.8658811997854043,Car,Car,-3.237199999999973,-0.9654199999999946,-2.4828999999999724,-2.4968299999999886,0.0,0,-3.79,1.72,23.79
000080,536.11,176.89,565.32,202.72,533.87006,174.33968,562.92255,200.66556,0.7228987394420169,Car,Car,-2.239940000000047,-2.5503199999999993,-2.397450000000049,-2.0544399999999996,0.0,0,-3.68,1.79,44.92
000080,589.68,172.46,633.43,216.04,588.5908,172.42342,632.5102,215.64372,0.9459409379773784,Car,Car,-1.0892000000000053,-0.036580000000014934,-0.9197999999998956,-0.3962799999999902,0.0,0,0.02,1.64,29.39
000084,459.33,179.71,505.68,227.3,457.02704,181.038,506.82886,225.32896,0.8703534154392485,Car,Car,-2.3029599999999846,1.328000000000003,1.1488600000000133,-1.9710400000000163,0.0,0,-4.99,1.96,27.84
000085,304.95,177.99,359.91,304.07,304.6282,178.61166,355.0037,305.27426,0.8932150420173006,Pedestrian,Pedestrian,-0.3217999999999961,0.6216599999999914,-4.906300000000044,1.2042600000000334,0.0,0,-3.69,1.64,9.37
000086,0.0,198.47,233.64,362.17,0.0,195.17114,232.74179,361.0613,0.9699379498866316,Car,Car,0.0,-3.2988599999999906,-0.8982099999999775,-1.108699999999999,0.61,1,-6.28,1.7,7.11
000086,357.4,177.28,507.68,223.54,355.5001,176.96942,506.18695,229.12271,0.8681868652785338,Car,Car,-1.8999000000000024,-0.3105799999999874,-1.4930499999999824,5.58271000000002,0.0,1,-5.64,1.55,23.08
000087,23.14,183.9,225.74,258.36,17.76112,187.16069,215.06671,259.9766,0.8655595227652949,Car,Car,-5.378880000000002,3.2606899999999825,-10.673290000000009,1.6166000000000054,0.0,0,-10.88,1.72,16.52
